plot,species,cover
RR_01,Bothriochloa_barbinodis,0.0011111111111111111
RR_03,Bothriochloa_barbinodis,0.7777777777777778
RR_04,Bothriochloa_barbinodis,0.6666666666666666
LOLA_06,Bouteloua_curtipendula,0.0011111111111111111
RR_01,Bouteloua_curtipendula,0.0011111111111111111
RR_03,Bouteloua_curtipendula,1.4555555555555555
RR_04,Bouteloua_curtipendula,0.3333333333333333
RR_01,Bouteloua_repens,0.3333333333333333
RR_02,Bouteloua_repens,0.1111111111111111
RR_03,Bouteloua_repens,0.4444444444444444
RR_04,Bouteloua_repens,0.0011111111111111111
RR_06,Bouteloua_repens,0.0011111111111111111
RR_07,Bouteloua_repens,0.0011111111111111111
RR_02,Brassica_nigra,0.0011111111111111111
RR_05,Brassicaceae_sp,0.0011111111111111111
RR_05,Brickellia_sp,0.5555555555555556
RR_06,Brickellia_sp,0.0011111111111111111
RR_01,Calliandra_eriophylla,0.5555555555555556
RR_02,Calliandra_eriophylla,1.4555555555555555
RR_03,Calliandra_eriophylla,6.888888888888889
LOLA_01,Carnegiea_gigantea,0.7777777777777778
LOLA_02,Carnegiea_gigantea,0.0022222222222222222
LOLA_03,Carnegiea_gigantea,0.0011111111111111111
LOLA_04,Carnegiea_gigantea,0.0011111111111111111
LOLA_05,Carnegiea_gigantea,0.011111111111111112
LOLA_06,Carnegiea_gigantea,0.05555555555555555
RR_04,Carnegiea_gigantea,0.0011111111111111111
RR_05,Carnegiea_gigantea,0.0011111111111111111
RR_07,Carnegiea_gigantea,1.6666666666666667
RR_02,Centaurea_melitensis,0.2222222222222222
RR_06,Centaurea_melitensis,0.0011111111111111111
LOLA_06,cf_Bebbia_juncea,0.0011111111111111111
RR_06,cf_Boechera_sp,0.0011111111111111111
RR_03,cf_Bromus_sp,0.011111111111111112
LOLA_01,cf_Chenopodiaceae_sp,0.05555555555555555
RR_01,cf_Descurainia_sophia,1.3333333333333333
LOLA_05,cf_Orobanche_cooperi,0.0011111111111111111
RR_03,cf_Phacelia_sp,0.1111111111111111
RR_03,Cirsium_sp,0.3333333333333333
LOLA_01,Cottsia_gracilis,0.9444444444444444
LOLA_02,Cottsia_gracilis,0.5555555555555556
LOLA_03,Cottsia_gracilis,0.6666666666666666
LOLA_04,Cottsia_gracilis,0.0011111111111111111
LOLA_05,Cottsia_gracilis,0.012222222222222223
LOLA_06,Cottsia_gracilis,1
RR_03,Cottsia_gracilis,0.0011111111111111111
RR_04,Cottsia_gracilis,0.4555555555555555
RR_05,Cottsia_gracilis,1.2222222222222223
RR_06,Cottsia_gracilis,3.888888888888889
RR_07,Cottsia_gracilis,1.1111111111111112
LOLA_05,Cryptantha_sp,0.011111111111111112
LOLA_06,Cryptantha_sp_Unk_2,0.0011111111111111111
RR_01,Cryptantha_sp_Unk_2,1.0222222222222221
RR_02,Cryptantha_sp_Unk_2,0.4444444444444444
RR_03,Cryptantha_sp_Unk_2,2.445555555555556
RR_04,Cryptantha_sp_Unk_2,0.1111111111111111
RR_05,Cryptantha_sp_Unk_2,0.011111111111111112
RR_06,Cryptantha_sp_Unk_2,0.012222222222222223
LOLA_01,Cylindropuntia_bigelovii,0.0011111111111111111
LOLA_04,Cylindropuntia_bigelovii,0.0011111111111111111
LOLA_05,Cylindropuntia_bigelovii,0.1111111111111111
LOLA_06,Cylindropuntia_bigelovii,0.1111111111111111
LOLA_01,Cylindropuntia_versicolor,0.0011111111111111111
LOLA_02,Cylindropuntia_versicolor,0.5555555555555556
LOLA_03,Cylindropuntia_versicolor,0.3333333333333333
LOLA_04,Cylindropuntia_versicolor,0.4444444444444444
LOLA_05,Cylindropuntia_versicolor,0.5555555555555556
LOLA_06,Cylindropuntia_versicolor,0.7777777777777778
RR_01,Cylindropuntia_versicolor,0.0011111111111111111
RR_02,Cylindropuntia_versicolor,0.0011111111111111111
RR_03,Cylindropuntia_versicolor,5.555555555555555
RR_04,Cylindropuntia_versicolor,1.6666666666666667
RR_05,Cylindropuntia_versicolor,0.0011111111111111111
RR_06,Cylindropuntia_versicolor,0.0011111111111111111
RR_07,Cylindropuntia_versicolor,0.0011111111111111111
RR_01,Dalea_albiflora,0.0011111111111111111
RR_03,Dalea_albiflora,3.388888888888889
RR_03,Dasylirion_wheeleri,0.0011111111111111111
LOLA_06,Echinocereus_triglochidiatus,0.0011111111111111111
RR_05,Echinocereus_triglochidiatus,0.0011111111111111111
RR_06,Echinocereus_triglochidiatus,0.0011111111111111111
LOLA_01,Encelia_farinosa,1
LOLA_02,Encelia_farinosa,5.888888888888889
LOLA_03,Encelia_farinosa,6.622222222222223
LOLA_05,Encelia_farinosa,0.5555555555555556
LOLA_06,Encelia_farinosa,3.888888888888889
RR_04,Encelia_farinosa,3.6666666666666665
RR_05,Encelia_farinosa,2.4555555555555557
RR_06,Encelia_farinosa,0.4555555555555555
RR_07,Encelia_farinosa,7.111111111111111
RR_07,Ephedra_trifurca,0.0011111111111111111
LOLA_01,Eragrostis_lehmanniana,0.0011111111111111111
RR_01,Eragrostis_lehmanniana,10.88888888888889
RR_02,Eragrostis_lehmanniana,1.5555555555555556
RR_03,Eragrostis_lehmanniana,0.9666666666666666
RR_04,Eragrostis_lehmanniana,0.23333333333333334
RR_05,Eragrostis_lehmanniana,0.5666666666666667
RR_06,Eragrostis_lehmanniana,0.4555555555555555
RR_01,Erigeron_divergens,0.0011111111111111111
RR_02,Erigeron_divergens,0.0011111111111111111
RR_03,Erigeron_divergens,0.0011111111111111111
RR_03,Erigeron_sp,0.011111111111111112
RR_06,Eriogonum_sp,0.022222222222222223
LOLA_02,Eriogonum_wrightii,0.0022222222222222222
RR_01,Eriogonum_wrightii,0.0011111111111111111
RR_03,Eriogonum_wrightii,0.0011111111111111111
LOLA_04,Erodium_cicutarium,0.011111111111111112
LOLA_06,Erodium_cicutarium,0.05555555555555555
RR_02,Erodium_cicutarium,0.0011111111111111111
RR_03,Erodium_cicutarium,0.022222222222222223
LOLA_03,Euphorbiaceae_sp,0.003333333333333333
RR_01,Evolvulus_arizonicus,0.05555555555555555
RR_02,Evolvulus_arizonicus,0.05555555555555555
RR_03,Evolvulus_arizonicus,0.23333333333333334
RR_04,Evolvulus_arizonicus,0.0011111111111111111
RR_06,Evolvulus_arizonicus,0.1111111111111111
RR_07,Evolvulus_arizonicus,0.1111111111111111
RR_05,Fabaceae_sp,0.0011111111111111111
RR_03,Fern_sp,0.3333333333333333
LOLA_04,Fern_sp_2,0.011111111111111112
RR_03,Fern_sp_2,0.1111111111111111
RR_04,Fern_sp_3,0.0011111111111111111
LOLA_01,Ferocactus_wislizeni,0.0011111111111111111
LOLA_02,Ferocactus_wislizeni,0.0022222222222222222
LOLA_03,Ferocactus_wislizeni,0.0011111111111111111
LOLA_04,Ferocactus_wislizeni,0.0011111111111111111
LOLA_05,Ferocactus_wislizeni,0.0011111111111111111
LOLA_06,Ferocactus_wislizeni,0.0011111111111111111
RR_01,Ferocactus_wislizeni,0.0011111111111111111
RR_03,Ferocactus_wislizeni,0.0011111111111111111
RR_04,Ferocactus_wislizeni,0.8888888888888888
RR_05,Ferocactus_wislizeni,0.0011111111111111111
RR_06,Ferocactus_wislizeni,0.0011111111111111111
LOLA_01,Fouquieria_splendens,0.0011111111111111111
LOLA_02,Fouquieria_splendens,1.1111111111111112
LOLA_03,Fouquieria_splendens,0.0011111111111111111
LOLA_04,Fouquieria_splendens,2.7777777777777777
LOLA_05,Fouquieria_splendens,0.0011111111111111111
LOLA_06,Fouquieria_splendens,0.1111111111111111
RR_02,Fouquieria_splendens,0.8333333333333334
RR_03,Fouquieria_splendens,0.0011111111111111111
RR_04,Fouquieria_splendens,4.222222222222222
RR_05,Fouquieria_splendens,7
RR_06,Fouquieria_splendens,0.2222222222222222
RR_07,Fouquieria_splendens,0.0011111111111111111
LOLA_05,Gutierrezia_sarothrae,0.0011111111111111111
RR_01,Gutierrezia_sarothrae,0.0011111111111111111
RR_02,Gutierrezia_sarothrae,0.4444444444444444
LOLA_04,Hesperostipa_neomexicana,0.0011111111111111111
LOLA_06,Hesperostipa_neomexicana,0.16666666666666666
RR_03,Hesperostipa_neomexicana,0.1111111111111111
RR_04,Hesperostipa_neomexicana,0.1111111111111111
RR_07,Hesperostipa_neomexicana,0.2222222222222222
RR_01,Ipomoea_hederacea,0.011111111111111112
RR_03,Ipomoea_hederacea,0.2777777777777778
RR_04,Ipomoea_hederacea,0.3888888888888889
RR_05,Ipomoea_hederacea,0.12222222222222223
RR_03,Ipomoea_tenuiloba,0.1111111111111111
RR_07,Jacquemontia_pringlei,0.35555555555555557
LOLA_01,Jatropha_cardiophylla,0.0011111111111111111
LOLA_02,Jatropha_cardiophylla,0.0022222222222222222
LOLA_03,Jatropha_cardiophylla,0.0011111111111111111
LOLA_04,Jatropha_cardiophylla,0.1111111111111111
LOLA_05,Jatropha_cardiophylla,0.3888888888888889
LOLA_06,Jatropha_cardiophylla,0.0011111111111111111
RR_02,Jatropha_cardiophylla,0.0011111111111111111
RR_03,Jatropha_cardiophylla,0.5555555555555556
RR_04,Jatropha_cardiophylla,1.1111111111111112
RR_05,Jatropha_cardiophylla,0.0011111111111111111
RR_06,Jatropha_cardiophylla,0.05555555555555555
RR_07,Jatropha_cardiophylla,0.0011111111111111111
RR_01,Justicia_longii,0.023333333333333334
RR_03,Justicia_longii,0.012222222222222223
RR_05,Justicia_longii,0.0011111111111111111
LOLA_02,Krameria_erecta,0.0022222222222222222
LOLA_05,Krameria_erecta,0.0011111111111111111
LOLA_01,Lepidium_densiflorum,0.011111111111111112
LOLA_02,Lepidium_densiflorum,0.011111111111111112
LOLA_03,Lepidium_densiflorum,0.0011111111111111111
LOLA_04,Lepidium_densiflorum,0.0011111111111111111
LOLA_05,Lepidium_densiflorum,0.0011111111111111111
LOLA_06,Lepidium_densiflorum,0.18888888888888888
RR_01,Lepidium_densiflorum,1
RR_02,Lepidium_densiflorum,0.3888888888888889
RR_03,Lepidium_densiflorum,2.888888888888889
RR_04,Lepidium_densiflorum,0.022222222222222223
RR_05,Lepidium_densiflorum,0.1111111111111111
RR_06,Lepidium_densiflorum,0.26666666666666666
RR_07,Lepidium_densiflorum,0.011111111111111112
RR_01,Lycium_parishii,0.0011111111111111111
LOLA_01,Lycium_sp,0.7777777777777778
LOLA_02,Lycium_sp,0.0022222222222222222
LOLA_03,Lycium_sp,0.3333333333333333
RR_01,Lycium_sp,0.0011111111111111111
RR_04,Lycium_sp,0.0011111111111111111
RR_07,Lycium_sp,0.0011111111111111111
LOLA_04,Lycium_sp_2,0.0011111111111111111
LOLA_05,Lycium_sp_2,0.0011111111111111111
LOLA_06,Lycium_sp_2,0.0011111111111111111
RR_04,Lycium_sp_2,0.0011111111111111111
RR_05,Lycium_sp_2,3.6666666666666665
RR_06,Lycium_sp_2,0.0011111111111111111
RR_07,Lycium_sp_2,0.0011111111111111111
RR_01,Machaeranthera_bigelovii,0.0011111111111111111
RR_02,Machaeranthera_bigelovii,0.0011111111111111111
RR_06,Machaeranthera_bigelovii,0.0011111111111111111
RR_02,Mammillaria_grahamii,0.0011111111111111111
RR_03,Mammillaria_grahamii,0.1111111111111111
RR_04,Mammillaria_grahamii,0.1111111111111111
RR_05,Mammillaria_grahamii,0.1111111111111111
RR_06,Mammillaria_grahamii,0.0011111111111111111
RR_07,Mammillaria_grahamii,0.05555555555555555
RR_01,Mammillaria_microcarpa,0.0011111111111111111
LOLA_03,Marina_parryi,0.2777777777777778
LOLA_06,Marina_parryi,0.0011111111111111111
RR_05,Marina_parryi,0.0011111111111111111
RR_06,Marina_parryi,0.1111111111111111
RR_07,Marina_parryi,0.05555555555555555
RR_06,Metastelma_arizonicum,0.0011111111111111111
LOLA_01,Mimosa_aculetecorpa,0.3333333333333333
LOLA_02,Mimosa_aculetecorpa,0.2222222222222222
LOLA_03,Mimosa_aculetecorpa,1.1111111111111112
LOLA_04,Mimosa_aculetecorpa,0.4555555555555555
LOLA_05,Mimosa_aculetecorpa,1.5
LOLA_06,Mimosa_aculetecorpa,1.7777777777777777
RR_01,Mimosa_aculetecorpa,0.0011111111111111111
RR_02,Mimosa_aculetecorpa,0.0011111111111111111
RR_03,Mimosa_aculetecorpa,1.5555555555555556
RR_04,Mimosa_aculetecorpa,1.1666666666666667
RR_05,Mimosa_aculetecorpa,1.6666666666666667
RR_06,Mimosa_aculetecorpa,5.112222222222222
RR_07,Mimosa_aculetecorpa,0.16666666666666666
RR_02,Moss_sp,2
LOLA_01,Muhlenbergia_porteri,1.2222222222222223
LOLA_02,Muhlenbergia_porteri,2.5
LOLA_03,Muhlenbergia_porteri,1.2222222222222223
LOLA_04,Muhlenbergia_porteri,0.2222222222222222
LOLA_05,Muhlenbergia_porteri,0.0011111111111111111
LOLA_06,Muhlenbergia_porteri,0.6666666666666666
RR_01,Muhlenbergia_porteri,0.0011111111111111111
RR_02,Muhlenbergia_porteri,0.0011111111111111111
RR_03,Muhlenbergia_porteri,0.0011111111111111111
RR_04,Muhlenbergia_porteri,0.0011111111111111111
RR_05,Muhlenbergia_porteri,0.0011111111111111111
RR_06,Muhlenbergia_porteri,0.0011111111111111111
RR_07,Muhlenbergia_porteri,0.4444444444444444
LOLA_02,Opuntia_engelmannii,3.888888888888889
LOLA_03,Opuntia_engelmannii,0.0011111111111111111
LOLA_06,Opuntia_engelmannii,0.05555555555555555
RR_01,Opuntia_engelmannii,2.2222222222222223
RR_03,Opuntia_engelmannii,0.0011111111111111111
RR_04,Opuntia_engelmannii,11.11111111111111
RR_05,Opuntia_engelmannii,0.7222222222222222
RR_06,Opuntia_engelmannii,14.88888888888889
RR_07,Opuntia_engelmannii,0.4444444444444444
LOLA_01,Parkinsonia_microphylla,0.7777777777777778
LOLA_02,Parkinsonia_microphylla,6.666666666666667
LOLA_03,Parkinsonia_microphylla,0.0011111111111111111
LOLA_04,Parkinsonia_microphylla,0.0011111111111111111
LOLA_06,Parkinsonia_microphylla,0.0011111111111111111
RR_06,Parkinsonia_microphylla,1.8888888888888888
RR_07,Parkinsonia_microphylla,2.2222222222222223
RR_05,Pectocarya_sp,0.011111111111111112
LOLA_01,Pennellia_longifolia,0.05555555555555555
LOLA_02,Pennellia_longifolia,0.0022222222222222222
LOLA_04,Pennellia_longifolia,0.0011111111111111111
LOLA_05,Pennellia_longifolia,0.05555555555555555
LOLA_06,Pennellia_longifolia,0.1111111111111111
LOLA_01,Pennisetum_ciliare,18.666666666666668
LOLA_02,Pennisetum_ciliare,0.05555555555555555
LOLA_03,Pennisetum_ciliare,2.111111111111111
LOLA_04,Pennisetum_ciliare,24.72222222222222
LOLA_05,Pennisetum_ciliare,43.666666666666664
LOLA_06,Pennisetum_ciliare,0.0011111111111111111
RR_01,Pennisetum_ciliare,5.444444444444445
RR_02,Pennisetum_ciliare,14
RR_04,Pennisetum_ciliare,16.944444444444443
RR_05,Pennisetum_ciliare,12.666666666666666
RR_06,Pennisetum_ciliare,0.0011111111111111111
RR_07,Pennisetum_ciliare,3.7777777777777777
RR_03,Phemeranthus_aurantiacus,0.1111111111111111
RR_01,Plantago_purshii,0.08888888888888889
RR_02,Plantago_purshii,0.1111111111111111
RR_03,Plantago_purshii,0.022222222222222223
RR_04,Plantago_purshii,0.0011111111111111111
RR_05,Plantago_purshii,0.011111111111111112
RR_06,Plantago_purshii,0.022222222222222223
RR_06,Poa_sp_perennial,0.011111111111111112
RR_02,Poaceae_sp_Unk_21,0.5555555555555556
RR_03,Poaceae_sp_Unk_21,0.011111111111111112
LOLA_01,Porophyllum_gracile,0.5555555555555556
LOLA_02,Porophyllum_gracile,0.0022222222222222222
LOLA_03,Porophyllum_gracile,0.0011111111111111111
LOLA_02,Prosopsis_velutina,0.0022222222222222222
LOLA_05,Prosopsis_velutina,0.0011111111111111111
LOLA_06,Prosopsis_velutina,1.1111111111111112
RR_01,Prosopsis_velutina,17.11111111111111
RR_02,Prosopsis_velutina,1.8888888888888888
RR_03,Prosopsis_velutina,0.7777777777777778
RR_04,Prosopsis_velutina,0.0011111111111111111
RR_05,Prosopsis_velutina,4.444444444444445
RR_06,Prosopsis_velutina,0.0011111111111111111
RR_07,Prosopsis_velutina,0.0011111111111111111
LOLA_05,Schrophulariaceae_sp,0.0011111111111111111
LOLA_01,Selaginella_pilifera,1.3333333333333333
LOLA_02,Selaginella_pilifera,1.6111111111111112
LOLA_03,Selaginella_pilifera,3.5
LOLA_06,Selaginella_pilifera,1.8888888888888888
RR_01,Sida_abutifolia,0.0011111111111111111
RR_03,Sida_abutifolia,0.1111111111111111
RR_05,Sida_abutifolia,0.05555555555555555
RR_01,Sphaeralcea_ambigua,0.0011111111111111111
RR_03,Sphaeralcea_ambigua,0.0011111111111111111
RR_04,Tridens_muticus,0.0011111111111111111
LOLA_01,Trixis_californica,0.16666666666666666
LOLA_03,Trixis_californica,0.0011111111111111111
LOLA_04,Trixis_californica,0.0011111111111111111
LOLA_06,Trixis_californica,0.012222222222222223
RR_01,Unknown_forb,0.0011111111111111111
RR_06,Unknown_forb_perennial,0.0011111111111111111
RR_02,Vulpia_bromoides,0.0011111111111111111
RR_05,Vulpia_bromoides,0.011111111111111112
LOLA_06,Xanthisma_gracile,0.0011111111111111111
